(morp)	B_PS	B_OG	B_LC	B_DT	B_TI	I_PS	I_OG	I_LC	I_DT	I_TI	O	I
메르센느	10	0	0	0	0	0	0	0	0	0	0	0
공안당국	0	3	0	0	0	0	0	0	0	0	0	0
매해	0	0	0	1	0	0	0	0	0	0	0	0
공기업	0	0	0	0	0	0	0	0	0	0	2	0
032	0	0	0	0	0	0	0	0	0	0	1	0
진지	0	0	0	0	0	0	0	0	0	0	3	0
떠들	0	0	0	0	0	0	0	0	0	0	5	0
부닥치	0	0	0	0	0	0	0	0	0	0	1	0
영	0	0	0	0	0	0	0	0	0	0	6	0
석실	0	0	0	0	0	0	0	0	0	0	1	0
눈곱	0	0	0	0	0	0	0	0	0	0	1	0
창신	0	0	1	0	0	0	0	0	0	0	0	0
아이러니컬	0	0	0	0	0	0	0	0	0	0	1	0
품	0	0	0	0	0	0	0	0	0	0	7	0
적응	0	0	0	0	0	0	0	0	0	0	1	0
장흥	0	0	0	0	0	0	0	0	0	0	1	0
지니	0	0	0	0	0	0	0	0	0	0	41	0
사림파	0	0	0	0	0	0	0	0	0	0	1	0
베트콩	0	1	0	0	0	0	0	0	0	0	0	0
그자	0	0	0	0	0	0	0	0	0	0	1	0
피로	0	0	0	0	0	0	0	0	0	0	1	0
오시리스교	0	1	0	0	0	0	0	0	0	0	0	0
오리지널	0	0	0	0	0	0	0	0	0	0	1	0
자고	0	0	0	0	0	0	0	0	0	0	5	0
미터	0	0	0	0	0	0	0	0	0	0	1	0
교의	0	0	0	0	0	0	0	0	0	0	10	0
터무니없	0	0	0	0	0	0	0	0	0	0	1	0
심리학	0	0	0	0	0	0	0	0	0	0	3	0
본디	0	0	0	0	0	0	0	0	0	0	1	0
단순히	0	0	0	0	0	0	0	0	0	0	5	0
포철	0	4	0	0	0	0	0	0	0	0	0	0
명인	1	0	0	0	0	0	0	0	0	0	0	0
서술방식	0	0	0	0	0	0	0	0	0	0	1	0
대상	0	0	0	0	0	0	0	0	0	0	12	0
주인아줌마	0	0	0	0	0	0	0	0	0	0	1	0
감각	0	0	0	0	0	0	0	0	0	0	6	0
수군	0	0	0	0	0	0	0	0	0	0	1	0
매출액	0	0	0	0	0	0	0	0	0	0	1	0
하필	0	0	0	0	0	0	0	0	0	0	3	0
직원실	0	0	0	0	0	0	0	0	0	0	1	0
턱없이	0	0	0	0	0	0	0	0	0	0	1	0
기반	0	0	0	0	0	0	0	0	0	0	1	0
美國	0	0	3	0	0	0	0	0	0	0	0	0
가전제품	0	0	0	0	0	0	0	0	0	0	2	0
슬프	0	0	0	0	0	0	0	0	0	0	4	0
적임자	0	0	0	0	0	0	0	0	0	0	1	0
놀리	0	0	0	0	0	0	0	0	0	0	3	0
四七	0	0	0	0	0	0	0	0	0	0	1	0
하얼삔	0	0	1	0	0	0	0	0	0	0	0	0
흐지부지되	0	0	0	0	0	0	0	0	0	0	1	0
신자철	1	0	0	0	0	0	0	0	0	0	0	0
혜화	0	1	0	0	0	0	0	0	0	0	0	0
학생선발	0	0	0	0	0	0	0	0	0	0	1	0
거품기	0	0	0	0	0	0	0	0	0	0	1	0
드로잉전	0	0	0	0	0	0	0	0	0	0	1	0
우성아파트	0	0	0	0	0	0	0	0	0	0	1	0
지도역량	0	0	0	0	0	0	0	0	0	0	1	0
미술품	0	0	0	0	0	0	0	0	0	0	2	0
우디	2	0	0	0	0	0	0	0	0	0	0	0
박태우과장	1	0	0	0	0	0	0	0	0	0	0	0
극도	0	0	0	0	0	0	0	0	0	0	1	0
헌장	0	0	0	0	0	0	0	0	0	0	1	0
聖書	0	0	0	0	0	0	0	0	0	0	1	0
중또래	0	0	0	0	0	0	0	0	0	0	1	0
등록세	0	0	0	0	0	0	0	0	0	0	1	0
참여연대	0	2	0	0	0	0	0	0	0	0	0	0
손마디	0	0	0	0	0	0	0	0	0	0	1	0
속	0	0	0	0	0	0	0	0	0	0	77	0
실례	0	0	0	0	0	0	0	0	0	0	1	0
공개	0	0	0	0	0	0	0	0	0	0	7	0
교구	0	0	0	0	0	0	0	0	0	0	1	0
가작	0	0	0	0	0	0	0	0	0	0	1	0
水龍	0	0	0	0	0	0	0	0	0	0	1	0
신	0	0	0	0	0	0	0	0	0	0	73	1
책가방	0	0	0	0	0	0	0	0	0	0	2	0
여보	0	0	0	0	0	0	0	0	0	0	3	0
교육부내	0	1	0	0	0	0	0	0	0	0	0	0
중랑천	0	0	1	0	0	0	0	0	0	0	0	0
A	0	0	0	0	0	0	0	0	0	0	4	0
지평	0	0	0	0	0	0	0	0	0	0	2	0
문화	0	0	0	0	0	0	0	0	0	0	20	0
파행	0	0	0	0	0	0	0	0	0	0	1	0
상관관계	0	0	0	0	0	0	0	0	0	0	2	0
패트리샤	1	0	0	0	0	0	0	0	0	0	0	0
조선후기	0	0	0	1	0	0	0	0	0	0	0	0
민요섭	37	0	0	0	0	0	0	0	0	0	0	0
역전	0	0	0	0	0	0	0	0	0	0	2	0
미	0	1	12	0	0	0	0	0	0	0	0	0
듣	0	0	0	0	0	0	0	0	0	0	77	0
서유럽	0	0	3	0	0	0	0	0	0	0	0	0
겨드랑이	0	0	0	0	0	0	0	0	0	0	1	0
전근대	0	0	0	0	0	0	0	0	0	0	1	0
구성	0	0	0	0	0	0	0	0	0	0	11	0
허위적거리	0	0	0	0	0	0	0	0	0	0	1	0
한국기생충박멸협회	0	1	0	0	0	0	0	0	0	0	0	0
퇴직급여	0	0	0	0	0	0	0	0	0	0	1	0
교육방법	0	0	0	0	0	0	0	0	0	0	1	0
전시장	0	0	0	0	0	0	0	0	0	0	2	0
쿠웨이트시	0	0	1	0	0	0	0	0	0	0	0	0
비바람	0	0	0	0	0	0	0	0	0	0	1	0
要塞	0	0	0	0	0	0	0	0	0	0	2	0
VTR	0	0	0	0	0	0	0	0	0	0	3	0
I	0	0	0	0	0	0	0	0	0	0	2	0
선미술	0	0	0	0	0	0	0	0	0	0	1	0
기업체	0	0	0	0	0	0	0	0	0	0	1	0
생산품	0	0	0	0	0	0	0	0	0	0	1	0
전투	0	0	0	0	0	0	0	0	0	0	3	0
대문	0	0	0	0	0	0	0	0	0	0	2	0
최고간부회	0	0	0	0	0	0	0	0	0	0	1	0
인물화	0	0	0	0	0	0	0	0	0	0	1	0
이간	1	0	0	0	0	0	0	0	0	0	0	0
허용	0	0	0	0	0	0	0	0	0	0	5	0
구르	0	0	0	0	0	0	0	0	0	0	4	0
국민윤리	0	0	0	0	0	0	0	0	0	0	1	0
녹화테이프	0	0	0	0	0	0	0	0	0	0	1	0
뚝	0	0	0	0	0	0	0	0	0	0	2	0
호흡	0	0	0	0	0	0	0	0	0	0	6	0
추석연휴	0	0	0	2	0	0	0	0	0	0	0	0
보복행동	0	0	0	0	0	0	0	0	0	0	1	0
끼치	0	0	0	0	0	0	0	0	0	0	2	0
겸비	0	0	0	0	0	0	0	0	0	0	1	0
생명	0	0	0	0	0	0	0	0	0	0	5	0
덥석	0	0	0	0	0	0	0	0	0	0	1	0
身心不二	0	0	0	0	0	0	0	0	0	0	1	0
끄집어내	0	0	0	0	0	0	0	0	0	0	1	0
28	0	0	0	3	0	0	0	0	0	0	0	2
본격	0	0	0	0	0	0	0	0	0	0	9	0
정리운동	0	0	0	0	0	0	0	0	0	0	1	0
합작회사	0	0	0	0	0	0	0	0	0	0	1	0
멋대로	0	0	0	0	0	0	0	0	0	0	3	0
들어오	0	0	0	0	0	0	0	0	0	0	30	0
대군	0	0	0	0	0	0	0	0	0	0	1	0
교민회	0	1	0	0	0	0	0	0	0	0	0	0
시키	0	0	0	0	0	0	0	0	0	0	117	0
독립	0	0	0	0	0	0	0	0	0	0	7	0
나아가	0	0	0	0	0	0	0	0	0	0	6	0
잔치상	0	0	0	0	0	0	0	0	0	0	1	0
민중운동	0	0	0	0	0	0	0	0	0	0	0	1
대학로	0	0	1	0	0	0	0	0	0	0	0	0
히브리	0	0	0	0	0	0	0	0	0	0	1	0
정우성	16	0	0	0	0	0	0	0	0	0	0	0
다는데	0	0	0	0	0	0	0	0	0	0	1	0
관료부패	0	0	0	0	0	0	0	0	0	0	1	0
74	0	0	0	3	0	0	0	0	0	0	1	1
과정	0	0	0	0	0	0	0	0	0	0	30	0
종잡	0	0	0	0	0	0	0	0	0	0	1	0
횡포	0	0	0	0	0	0	0	0	0	0	1	0
반죽판	0	0	0	0	0	0	0	0	0	0	1	0
평산엔터테인먼트	0	0	0	0	0	0	0	0	0	0	1	0
국립극장	0	1	0	0	0	0	0	0	0	0	1	0
충분	0	0	0	0	0	0	0	0	0	0	6	0
시점	0	0	0	0	0	0	0	0	0	0	10	0
왕림	0	0	0	0	0	0	0	0	0	0	1	0
지포라이터	0	0	0	0	0	0	0	0	0	0	1	0
시상식	0	0	0	0	0	0	0	0	0	0	1	0
고려초	0	0	0	1	0	0	0	0	0	0	0	0
주저앉	0	0	0	0	0	0	0	0	0	0	1	0
쟁취	0	0	0	0	0	0	0	0	0	0	1	0
ㄴ가	0	0	0	0	0	0	0	0	0	0	45	0
똑같	0	0	0	0	0	0	0	0	0	0	3	0
울음	0	0	0	0	0	0	0	0	0	0	3	0
충남	0	0	1	0	0	0	0	0	0	0	0	0
한국노총	0	1	0	0	0	0	0	0	0	0	0	0
제대	0	0	0	0	0	0	0	0	0	0	6	0
과학혁명기	0	0	0	9	0	0	0	0	0	0	1	0
감회	0	0	0	0	0	0	0	0	0	0	2	0
우즈베크	0	2	0	0	0	0	0	0	0	0	0	0
무소불위	0	0	0	0	0	0	0	0	0	0	1	0
노조측	0	1	0	0	0	0	0	0	0	0	0	0
이자	0	0	0	0	0	0	0	0	0	0	1	0
마음속	0	0	0	0	0	0	0	0	0	0	8	0
구로동	0	0	1	0	0	0	0	0	0	0	0	0
의석	0	0	0	0	0	0	0	0	0	0	5	0
대왕	0	0	0	0	0	0	0	0	0	0	2	0
밤무대	0	0	0	0	1	0	0	0	0	0	0	0
쇠약	0	0	0	0	0	0	0	0	0	0	1	0
순수	0	0	0	0	0	0	0	0	0	0	4	0
곤란	0	0	0	0	0	0	0	0	0	0	1	0
신청	0	0	0	0	0	0	0	0	0	0	2	0
씨감자	0	0	0	0	0	0	0	0	0	0	1	0
일반사람	0	0	0	0	0	0	0	0	0	0	2	0
송이	0	0	0	0	0	0	0	0	0	0	1	0
세부경기	0	0	0	0	0	0	0	0	0	0	1	0
온천	0	0	0	0	0	0	0	0	0	0	1	0
신정	0	0	0	0	0	0	0	0	0	0	1	0
여학생	0	0	0	0	0	0	0	0	0	0	13	0
노래방	0	0	0	0	0	0	0	0	0	0	2	0
소속	0	0	0	0	0	0	0	0	0	0	3	0
호언	0	0	0	0	0	0	0	0	0	0	1	0
요청	0	0	0	0	0	0	0	0	0	0	12	0
빼어나	0	0	0	0	0	0	0	0	0	0	3	0
맥시	0	0	0	0	0	0	0	0	0	0	1	0
기름	0	0	0	0	0	0	0	0	0	0	2	0
악수	0	0	0	0	0	0	0	0	0	0	3	0
학과공부	0	0	0	0	0	0	0	0	0	0	1	0
理性	0	0	0	0	0	0	0	0	0	0	2	0
목	0	0	0	0	0	0	0	0	0	0	7	0
국민총생산	0	0	0	0	0	0	0	0	0	0	1	0
급락	0	0	0	0	0	0	0	0	0	0	1	0
숭앙	0	0	0	0	0	0	0	0	0	0	1	0
테러집단	0	0	0	0	0	0	0	0	0	0	1	0
빠져나오	0	0	0	0	0	0	0	0	0	0	1	0
찬찬히	0	0	0	0	0	0	0	0	0	0	3	0
입각	0	0	0	0	0	0	0	0	0	0	5	0
전속	0	0	0	0	0	0	0	0	0	0	1	0
석차	0	0	0	0	0	0	0	0	0	0	1	0
NL	0	0	0	0	0	0	0	0	0	0	1	0
카수	0	0	0	0	0	0	0	0	0	0	1	0
주역	0	0	0	0	0	0	0	0	0	0	3	0
자수	0	0	0	0	0	0	0	0	0	0	2	0
행선지	0	0	0	0	0	0	0	0	0	0	1	0
구별	0	0	0	0	0	0	0	0	0	0	1	0
일리히	1	0	0	0	0	0	0	0	0	0	0	0
쿡	0	0	0	0	0	0	0	0	0	0	1	0
입맞춤	0	0	0	0	0	0	0	0	0	0	1	0
편집장	0	0	0	0	0	0	0	0	0	0	1	0
총기	0	0	0	0	0	0	0	0	0	0	1	0
가능근거	0	0	0	0	0	0	0	0	0	0	1	0
거들뜨	0	0	0	0	0	0	0	0	0	0	1	0
인도법	0	0	0	0	0	0	0	0	0	0	1	0
이전	2	0	0	0	0	0	0	0	0	0	16	1
출현기	0	0	0	0	0	0	0	0	0	0	1	0
눈독	0	0	0	0	0	0	0	0	0	0	1	0
신봉	0	0	0	0	0	0	0	0	0	0	1	0
캠페인	0	0	0	0	0	0	0	0	0	0	2	0
무료	0	0	0	0	0	0	0	0	0	0	4	0
예상대로	0	0	0	0	0	0	0	0	0	0	1	0
뒤잇	0	0	0	0	0	0	0	0	0	0	2	0
재고	0	0	0	0	0	0	0	0	0	0	2	0
時節	0	0	0	0	0	0	0	0	0	0	1	0
자기	0	0	0	0	0	0	0	0	0	0	72	0
정주학	0	0	0	0	0	0	0	0	0	0	4	0
더미	0	0	0	0	0	0	0	0	0	0	1	0
매	0	0	0	1	0	0	0	0	0	0	17	0
병행	0	0	0	0	0	0	0	0	0	0	1	0
뚫	0	0	0	0	0	0	0	0	0	0	1	0
兩性	0	0	0	0	0	0	0	0	0	0	1	0
쌔근쌔근	0	0	0	0	0	0	0	0	0	0	1	0
배	6	0	0	0	0	0	0	0	0	0	20	0
오페라	0	0	0	0	0	0	0	0	0	0	5	0
기본요소	0	0	0	0	0	0	0	0	0	0	1	0
뛰쳐나오	0	0	0	0	0	0	0	0	0	0	2	0
輪回	0	0	0	0	0	0	0	0	0	0	1	0
반지	0	0	0	0	0	0	0	0	0	0	1	0
제네바	0	1	0	0	0	0	0	0	0	0	0	0
아테네	0	0	1	0	0	0	0	0	0	0	0	0
출판	0	0	0	0	0	0	0	0	0	0	7	0
기천	0	0	0	0	0	0	0	0	0	0	1	0
탓	0	0	0	0	0	0	0	0	0	0	8	0
이과수	0	0	1	0	0	0	0	0	0	0	0	0
아프리카	0	0	3	0	0	0	0	0	0	0	0	0
장난	0	0	0	0	0	0	0	0	0	0	2	0
교본	0	0	0	0	0	0	0	0	0	0	0	1
탁봉호씨	2	0	0	0	0	0	0	0	0	0	0	0
영해	0	0	0	0	0	0	0	0	0	0	1	0
영차	0	0	0	0	0	0	0	0	0	0	2	0
태호	2	0	0	0	0	0	0	0	0	0	0	0
영웅	0	0	0	0	0	0	0	0	0	0	4	0
일간지	0	0	0	0	0	0	0	0	0	0	1	0
비호	0	0	0	0	0	0	0	0	0	0	2	0
어찌되	0	0	0	0	0	0	0	0	0	0	1	0
한고은	3	0	0	0	0	0	0	0	0	0	0	0
이마	0	0	0	0	0	0	0	0	0	0	1	0
북돋우	0	0	0	0	0	0	0	0	0	0	1	0
노라고	0	0	0	0	0	0	0	0	0	0	2	0
따로이	0	0	0	0	0	0	0	0	0	0	1	0
공개제도	0	0	0	0	0	0	0	0	0	0	1	0
버튼	0	0	0	0	0	0	0	0	0	0	1	0
이광문	0	0	0	0	0	0	0	0	0	0	1	0
타결	0	0	0	0	0	0	0	0	0	0	1	0
사칠론	0	0	0	0	0	0	0	0	0	0	3	0
기점	0	0	0	0	0	0	0	0	0	0	1	0
참모총장	0	0	0	0	0	0	0	0	0	0	1	0
負荷	0	0	0	0	0	0	0	0	0	0	1	0
회복력	0	0	0	0	0	0	0	0	0	0	1	0
급격	0	0	0	0	0	0	0	0	0	0	2	0
비교적	0	0	0	0	0	0	0	0	0	0	4	0
열기	0	0	0	0	0	0	0	0	0	0	2	0
행간	0	0	0	0	0	0	0	0	0	0	1	0
ㄹ지	0	0	0	0	0	0	0	0	0	0	8	0
당원	0	0	0	0	0	0	0	0	0	0	4	0
민족음악	0	1	0	0	0	0	0	0	0	0	0	0
도시락	0	0	0	0	0	0	0	0	0	0	2	0
비상계엄	0	0	0	0	0	0	0	0	0	0	1	0
불사르	0	0	0	0	0	0	0	0	0	0	1	0
368	0	0	0	0	0	0	0	0	0	0	1	0
정치협상	0	0	0	0	0	0	0	0	0	0	1	0
전시실	0	0	0	0	0	0	0	0	0	0	2	0
확충	0	0	0	0	0	0	0	0	0	0	3	0
신발짝	0	0	0	0	0	0	0	0	0	0	1	0
박약	0	0	0	0	0	0	0	0	0	0	1	0
벽시계	0	0	0	0	0	0	0	0	0	0	1	0
언젠가	0	0	0	0	0	0	0	0	0	0	4	0
누	0	0	0	0	0	0	0	0	0	0	2	0
시몬	0	0	0	0	0	0	0	0	0	0	0	1
몰래	0	0	0	0	0	0	0	0	0	0	4	0
접어들	0	0	0	0	0	0	0	0	0	0	7	0
안부	0	0	0	0	0	0	0	0	0	0	1	0
멀리	0	0	0	0	0	0	0	0	0	0	7	0
전하	0	0	0	0	0	0	0	0	0	0	39	0
도철	2	0	0	0	0	0	0	0	0	0	0	0
재기	0	0	0	0	0	0	0	0	0	0	2	0
끌어들이	0	0	0	0	0	0	0	0	0	0	3	0
잉크	0	0	0	0	0	0	0	0	0	0	1	0
메디안	0	0	1	0	0	0	0	0	0	0	0	0
해리스	0	0	0	0	0	0	0	0	0	0	0	1
첨예	0	0	0	0	0	0	0	0	0	0	1	0
독단	0	0	0	0	0	0	0	0	0	0	4	0
임기	0	0	0	0	0	0	0	0	0	0	1	0
범행수법	0	0	0	0	0	0	0	0	0	0	1	0
무게	0	0	0	0	0	0	0	0	0	0	2	0
세조	2	0	0	0	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	0	0	0	1	0
정오	0	0	0	0	2	0	0	0	0	0	0	0
을텐데요	0	0	0	0	0	0	0	0	0	0	1	0
아파트	0	0	0	0	0	0	0	0	0	0	12	0
관점	0	0	0	0	0	0	0	0	0	0	4	0
쿠바식	0	0	1	0	0	0	0	0	0	0	0	0
소포리	0	0	0	0	0	0	0	0	0	0	0	1
혼쭐	0	0	0	0	0	0	0	0	0	0	1	0
적용	0	0	0	0	0	0	0	0	0	0	7	0
수근대	0	0	0	0	0	0	0	0	0	0	1	0
무사히	0	0	0	0	0	0	0	0	0	0	2	0
박금자박사	1	0	0	0	0	0	0	0	0	0	0	0
朱憙	1	0	0	0	0	0	0	0	0	0	0	0
호응	0	0	0	0	0	0	0	0	0	0	4	0
담백	0	0	0	0	0	0	0	0	0	0	2	0
90	0	0	0	5	0	0	0	0	0	0	2	0
쿠오모	0	0	0	0	0	0	0	0	0	0	0	1
예의주시	0	0	0	0	0	0	0	0	0	0	1	0
금일	0	0	0	1	0	0	0	0	0	0	0	0
舟	0	0	0	0	0	0	0	0	0	0	1	0
대양	0	0	0	0	0	0	0	0	0	0	1	0
세태	0	0	0	0	0	0	0	0	0	0	1	0
송	0	0	2	0	0	0	0	0	0	0	0	0
대미간	0	0	1	0	0	0	0	0	0	0	0	0
움켜잡	0	0	0	0	0	0	0	0	0	0	1	0
換錢商	0	0	0	0	0	0	0	0	0	0	1	0
발췌	0	0	0	0	0	0	0	0	0	0	2	0
死海	0	0	0	0	0	0	0	0	0	0	1	0
급속	0	0	0	0	0	0	0	0	0	0	1	0
통제	0	0	0	0	0	0	0	0	0	0	4	0
실현	0	0	0	0	0	0	0	0	0	0	8	1
호박	0	0	0	0	0	0	0	0	0	0	2	0
옮기	0	0	0	0	0	0	0	0	0	0	19	0
사임	0	0	0	0	0	0	0	0	0	0	5	0
조수미씨	1	0	0	0	0	0	0	0	0	0	0	0
경주	0	0	0	0	0	0	0	0	0	0	3	0
비결	0	0	0	0	0	0	0	0	0	0	1	0
상설	0	0	0	0	0	0	0	0	0	0	2	0
안보상황	0	0	0	0	0	0	0	0	0	0	1	0
고서	0	0	0	0	0	0	0	0	0	0	29	0
이무하	1	0	0	0	0	0	0	0	0	0	0	0
관계자회의	0	0	0	0	0	0	0	0	0	0	0	1
전립선	0	0	0	0	0	0	0	0	0	0	1	0
방편	0	0	0	0	0	0	0	0	0	0	2	0
흰색	0	0	0	0	0	0	0	0	0	0	1	0
예의식	0	0	0	0	0	0	0	0	0	0	3	0
기색	0	0	0	0	0	0	0	0	0	0	2	0
브라헤	0	0	0	0	0	0	0	0	0	0	0	2
효도	0	0	0	0	0	0	0	0	0	0	1	0
뽀개	0	0	0	0	0	0	0	0	0	0	1	0
장치	0	0	0	0	0	0	0	0	0	0	5	0
동하	2	0	0	0	0	0	0	0	0	0	0	0
발굴	0	0	0	0	0	0	0	0	0	0	1	0
세계대전	0	0	0	0	0	0	0	0	0	0	2	0
세제	0	0	0	0	0	0	0	0	0	0	1	0
답니다	0	0	0	0	0	0	0	0	0	0	1	0
취미	0	0	0	0	0	0	0	0	0	0	1	0
심학자	0	0	0	0	0	0	0	0	0	0	1	0
상식	0	0	0	0	0	0	0	0	0	0	2	0
깊	0	0	0	0	0	0	0	0	0	0	13	0
강	17	0	0	0	0	0	0	0	0	0	2	1
탈북자	0	0	0	0	0	0	0	0	0	0	1	0
북한자료	0	0	1	0	0	0	0	0	0	0	0	0
군내	0	0	0	0	0	0	0	0	0	0	1	0
교역증진	0	0	0	0	0	0	0	0	0	0	1	0
어쩐지	0	0	0	0	0	0	0	0	0	0	2	0
힘없이	0	0	0	0	0	0	0	0	0	0	1	0
coss	0	0	0	0	0	0	0	0	0	0	1	0
경기대회	0	0	0	0	0	0	0	0	0	0	0	1
건의	0	0	0	0	0	0	0	0	0	0	5	0
주어지	0	0	0	0	0	0	0	0	0	0	2	0
꼬리	0	0	0	0	0	0	0	0	0	0	2	0
돌이	3	0	0	0	0	0	0	0	0	0	0	0
최소한	0	0	0	0	0	0	0	0	0	0	2	0
달맞이꽃	0	0	0	0	0	0	0	0	0	0	1	0
게양일	0	0	0	0	0	0	0	0	0	0	1	0
건의문	0	0	0	0	0	0	0	0	0	0	3	0
전	0	0	1	2	0	0	0	0	0	0	69	39
빙수	0	0	0	0	0	0	0	0	0	0	1	0
로구나	0	0	0	0	0	0	0	0	0	0	1	0
충돌	0	0	0	0	0	0	0	0	0	0	7	0
제주공항	0	0	1	0	0	0	0	0	0	0	0	0
고도	0	0	0	0	0	0	0	0	0	0	1	0
흔쾌히	0	0	0	0	0	0	0	0	0	0	1	0
조금	0	0	0	0	0	0	0	0	0	0	18	0
절실	0	0	0	0	0	0	0	0	0	0	3	0
포항제철소	0	1	0	0	0	0	0	0	0	0	0	0
소박	0	0	0	0	0	0	0	0	0	0	3	0
함께	0	0	0	0	0	0	0	0	0	0	83	0
최악	0	0	0	0	0	0	0	0	0	0	1	0
준비	0	0	0	0	0	0	0	0	0	0	17	0
이때	0	0	0	0	0	0	0	0	0	0	6	0
어떻	0	0	0	0	0	0	0	0	0	0	29	0
갑자기	0	0	0	0	0	0	0	0	0	0	14	0
천억	0	0	0	0	0	0	0	0	0	0	2	0
여의	0	0	0	0	0	0	0	0	0	0	1	0
카스테레오	0	0	0	0	0	0	0	0	0	0	1	0
성산	0	0	1	0	0	0	0	0	0	0	0	0
교육개혁	0	1	0	0	0	0	0	0	0	0	4	0
피어나	0	0	0	0	0	0	0	0	0	0	1	0
되살리	0	0	0	0	0	0	0	0	0	0	3	0
예순	0	0	0	0	0	0	0	0	0	0	1	0
이어서	0	0	0	0	0	0	0	0	0	0	1	0
자연사	0	0	0	0	0	0	0	0	0	0	1	0
특별전형	0	0	0	0	0	0	0	0	0	0	1	0
중점	0	0	0	0	0	0	0	0	0	0	1	0
치료	0	0	0	0	0	0	0	0	0	0	5	0
이해방식	0	0	0	0	0	0	0	0	0	0	1	0
전략기동	0	1	0	0	0	0	0	0	0	0	0	0
近	0	0	0	0	0	0	0	0	0	0	2	0
샤	1	0	0	0	0	0	0	0	0	0	0	1
보합세	0	0	0	0	0	0	0	0	0	0	1	0
으면서	0	0	0	0	0	0	0	0	0	0	35	0
녹화	0	0	0	0	0	0	0	0	0	0	2	0
여성	0	0	0	0	0	0	0	0	0	0	54	0
고발	0	0	0	0	0	0	0	0	0	0	4	0
이제야	0	0	0	0	0	0	0	0	0	0	1	0
오토바이	0	0	0	0	0	0	0	0	0	0	5	0
쬐	0	0	0	0	0	0	0	0	0	0	2	0
위조달러	0	0	0	0	0	0	0	0	0	0	1	0
동일	0	1	0	0	0	0	0	0	0	0	1	0
둥지	0	0	0	0	0	0	0	0	0	0	1	0
옛	0	0	0	0	0	0	0	0	0	0	3	0
다니	0	0	0	0	0	0	0	0	0	0	27	0
원천	0	0	0	0	0	0	0	0	0	0	1	0
쿠아란타리아	0	0	0	0	0	0	0	0	0	0	1	0
학년말	0	0	0	0	0	0	0	0	0	0	1	0
밥알	0	0	0	0	0	0	0	0	0	0	1	0
방기	0	0	0	0	0	0	0	0	0	0	1	0
굽히	0	0	0	0	0	0	0	0	0	0	1	0
중국중심	0	0	1	0	0	0	0	0	0	0	0	0
순이역	1	0	0	0	0	0	0	0	0	0	0	0
울리	0	0	0	0	0	0	0	0	0	0	3	0
광주상고	0	1	0	0	0	0	0	0	0	0	0	0
이천설봉호텔	0	1	0	0	0	0	0	0	0	0	0	0
소식지	0	0	0	0	0	0	0	0	0	0	1	0
기술자	0	0	0	0	0	0	0	0	0	0	3	0
hear	0	0	0	0	0	0	0	0	0	0	1	0
편의시설	0	0	0	0	0	0	0	0	0	0	1	0
대잠항공기	0	0	0	0	0	0	0	0	0	0	1	0
전우	0	0	0	0	0	0	0	0	0	0	2	0
투명	0	0	0	0	0	0	0	0	0	0	1	0
82	0	0	0	1	0	0	0	0	0	0	0	0
직선	0	0	0	0	0	0	0	0	0	0	4	0
즉위	0	0	0	0	0	0	0	0	0	0	2	0
수출전망	0	0	0	0	0	0	0	0	0	0	1	0
든	0	0	0	0	0	0	0	0	0	0	11	0
정부측	0	2	0	0	0	0	0	0	0	0	0	0
CDS	0	0	0	0	0	0	0	0	0	0	1	0
혼자	0	0	0	0	0	0	0	0	0	0	14	0
중환자	0	0	0	0	0	0	0	0	0	0	1	0
손지갑	0	0	0	0	0	0	0	0	0	0	1	0
협회	0	0	0	0	0	0	0	0	0	0	0	3
역	0	0	0	0	0	0	0	0	0	0	1	0
반대입장	0	0	0	0	0	0	0	0	0	0	1	0
교육재정	0	0	0	0	0	0	0	0	0	0	2	0
역사학	0	0	0	0	0	0	0	0	0	0	1	0
투박	0	0	0	0	0	0	0	0	0	0	1	0
2266	0	0	0	0	0	0	0	0	0	0	2	0
무데뽀	0	0	0	0	0	0	0	0	0	0	1	0
빚어내	0	0	0	0	0	0	0	0	0	0	2	0
운영	0	0	0	0	0	0	0	0	0	0	17	0
난간	0	0	0	0	0	0	0	0	0	0	1	0
뒤적거리	0	0	0	0	0	0	0	0	0	0	1	0
제9	0	0	0	0	0	0	0	0	0	0	1	0
앓	0	0	0	0	0	0	0	0	0	0	9	0
상담내용	0	0	0	0	0	0	0	0	0	0	1	0
수입국	0	0	0	0	0	0	0	0	0	0	1	0
으려는	0	0	0	0	0	0	0	0	0	0	2	0
리스트	0	0	0	0	0	0	0	0	0	0	1	0
진척	0	0	0	0	0	0	0	0	0	0	1	0
罰	0	0	0	0	0	0	0	0	0	0	1	0
의회	0	4	0	0	0	0	0	0	0	0	2	2
취업	0	0	0	0	0	0	0	0	0	0	10	0
억압	0	0	0	0	0	0	0	0	0	0	3	0
44	0	0	0	0	0	0	0	0	0	0	1	0
중국땅	0	0	1	0	0	0	0	0	0	0	0	0
우표	0	0	0	0	0	0	0	0	0	0	1	0
참	0	0	0	0	0	0	0	0	0	0	21	0
솔선수범	0	0	0	0	0	0	0	0	0	0	1	0
민간기구	0	0	0	0	0	0	0	0	0	0	1	0
mail	0	0	0	0	0	0	0	0	0	0	1	0
金山寺	0	0	1	0	0	0	0	0	0	0	0	0
위원회	0	0	0	0	0	0	0	0	0	0	3	7
하버드	0	1	0	0	0	0	0	0	0	0	0	0
